Date,Transaction Description,Category,Amount,Type,UserID,TransactionID,Currency,Merchant,Account Name
2/26/2019,State Farm purchase in Paycheck,Paycheck,16.18,Income,US002,APTD2805,USD,State Farm,Silver Card
6/17/2018,Biweekly Paycheck purchase in Credit Card Payment,Credit Card Payment,132.94,Expense,US003,APTD2806,USD,Biweekly Paycheck,Platinum Card
12/27/2018,Hardware Store purchase in Mobile Phone,Mobile Phone,68.64,Income,US005,APTD2807,USD,Hardware Store,Platinum Card
12/31/2018,Netflix purchase in Shopping,Shopping,197.87,Income,US005,APTD2808,USD,Netflix,Checking
11/3/2019,Credit Card Payment purchase in Credit Card Payment,Credit Card Payment,101.34,Expense,US005,APTD2809,USD,Credit Card Payment,Checking
6/11/2018,Brewing Company purchase in Groceries,Groceries,81.24,Income,US004,APTD2810,USD,Brewing Company,Silver Card
3/18/2019,Brewing Company purchase in Fast Food,Fast Food,126.15,Expense,US003,APTD2811,USD,Brewing Company,Platinum Card
10/19/2019,New York Deli purchase in Coffee Shops,Coffee Shops,149.43,Expense,US002,APTD2812,USD,New York Deli,Platinum Card
2/20/2019,Starbucks purchase in Paycheck,Paycheck,129.29,Income,US003,APTD2813,USD,Starbucks,Platinum Card
11/18/2019,Roadside Diner purchase in Haircut,Haircut,11.45,Income,US003,APTD2814,USD,Roadside Diner,Platinum Card
9/17/2018,Credit Card Payment purchase in Groceries,Groceries,57.28,Expense,US003,APTD2815,USD,Credit Card Payment,Silver Card
8/25/2019,Japanese Restaurant purchase in Auto Insurance,Auto Insurance,76.41,Expense,US003,APTD2816,USD,Japanese Restaurant,Checking
8/15/2018,Credit Card Payment purchase in Credit Card Payment,Credit Card Payment,115.92,Income,US005,APTD2817,USD,Credit Card Payment,Platinum Card
10/30/2018,Vietnamese Restaurant purchase in Music,Music,28.27,Income,US003,APTD2818,USD,Vietnamese Restaurant,Checking
12/22/2018,American Tavern purchase in Groceries,Groceries,175.89,Expense,US005,APTD2819,USD,American Tavern,Checking
4/4/2019,Greek Restaurant purchase in Utilities,Utilities,103.03,Expense,US005,APTD2820,USD,Greek Restaurant,Platinum Card
12/21/2018,Internet Service Provider purchase in Credit Card Payment,Credit Card Payment,62.16,Expense,US003,APTD2821,USD,Internet Service Provider,Silver Card
9/12/2018,Biweekly Paycheck purchase in Mobile Phone,Mobile Phone,165.83,Expense,US003,APTD2822,USD,Biweekly Paycheck,Checking
5/7/2018,Netflix purchase in Restaurants,Restaurants,104.17,Income,US003,APTD2823,USD,Netflix,Platinum Card
7/3/2018,American Tavern purchase in Paycheck,Paycheck,13.47,Expense,US002,APTD2824,USD,American Tavern,Checking
7/7/2018,Grocery Store purchase in Gas & Fuel,Gas & Fuel,160.32,Expense,US005,APTD2825,USD,Grocery Store,Platinum Card
9/4/2018,Credit Card Payment purchase in Internet,Internet,31.31,Expense,US003,APTD2826,USD,Credit Card Payment,Platinum Card
6/14/2018,Netflix purchase in Home Improvement,Home Improvement,123.27,Expense,US005,APTD2827,USD,Netflix,Checking
7/10/2018,Shell purchase in Mortgage & Rent,Mortgage & Rent,91.18,Income,US002,APTD2828,USD,Shell,Silver Card
8/19/2018,Credit Card Payment purchase in Mortgage & Rent,Mortgage & Rent,173.35,Expense,US004,APTD2829,USD,Credit Card Payment,Platinum Card
11/21/2018,Credit Card Payment purchase in Gas & Fuel,Gas & Fuel,173.31,Expense,US002,APTD2830,USD,Credit Card Payment,Platinum Card
9/14/2019,Credit Card Payment purchase in Credit Card Payment,Credit Card Payment,76.17,Expense,US002,APTD2831,USD,Credit Card Payment,Platinum Card
4/13/2018,Brewing Company purchase in Utilities,Utilities,33.91,Expense,US006,APTD2832,USD,Brewing Company,Silver Card
4/17/2018,Credit Card Payment purchase in Haircut,Haircut,50.42,Income,US004,APTD2833,USD,Credit Card Payment,Platinum Card
11/1/2018,State Farm purchase in Groceries,Groceries,111.64,Expense,US005,APTD2834,USD,State Farm,Platinum Card
4/29/2019,Starbucks purchase in Shopping,Shopping,105.51,Expense,US002,APTD2835,USD,Starbucks,Checking
3/15/2018,Hardware Store purchase in Coffee Shops,Coffee Shops,107.24,Expense,US006,APTD2836,USD,Hardware Store,Platinum Card
9/2/2018,State Farm purchase in Paycheck,Paycheck,173.56,Expense,US004,APTD2837,USD,State Farm,Platinum Card
6/19/2018,Credit Card Payment purchase in Haircut,Haircut,161.53,Income,US002,APTD2838,USD,Credit Card Payment,Platinum Card
9/6/2019,Belgian Restaurant purchase in Restaurants,Restaurants,93.16,Income,US006,APTD2839,USD,Belgian Restaurant,Platinum Card
5/28/2018,Gas Company purchase in Movies & DVDs,Movies & DVDs,97.57,Expense,US003,APTD2840,USD,Gas Company,Silver Card
8/14/2018,Grocery Store purchase in Groceries,Groceries,25.82,Income,US003,APTD2841,USD,Grocery Store,Checking
2/6/2018,State Farm purchase in Shopping,Shopping,125.97,Expense,US005,APTD2842,USD,State Farm,Checking
5/18/2018,Thai Restaurant purchase in Home Improvement,Home Improvement,161.14,Expense,US004,APTD2843,USD,Thai Restaurant,Platinum Card
12/26/2018,Gas Company purchase in Shopping,Shopping,150.96,Income,US005,APTD2844,USD,Gas Company,Platinum Card
10/27/2018,Credit Card Payment purchase in Credit Card Payment,Credit Card Payment,194.38,Income,US006,APTD2845,USD,Credit Card Payment,Checking
11/6/2018,Brunch Restaurant purchase in Groceries,Groceries,190.46,Income,US005,APTD2846,USD,Brunch Restaurant,Silver Card
10/12/2018,Spotify purchase in Gas & Fuel,Gas & Fuel,113.1,Income,US003,APTD2847,USD,Spotify,Platinum Card
1/30/2019,Credit Card Payment purchase in Utilities,Utilities,101.18,Expense,US002,APTD2848,USD,Credit Card Payment,Checking
8/4/2019,Grocery Store purchase in Gas & Fuel,Gas & Fuel,184.81,Expense,US004,APTD2849,USD,Grocery Store,Checking
1/19/2019,New York Deli purchase in Utilities,Utilities,4.85,Expense,US003,APTD2850,USD,New York Deli,Checking
4/10/2018,Credit Card Payment purchase in Restaurants,Restaurants,91.64,Expense,US005,APTD2851,USD,Credit Card Payment,Checking
5/27/2018,Netflix purchase in Restaurants,Restaurants,41.37,Expense,US005,APTD2852,USD,Netflix,Checking
4/4/2018,Starbucks purchase in Credit Card Payment,Credit Card Payment,146.63,Expense,US005,APTD2853,USD,Starbucks,Platinum Card
4/18/2018,City Water Charges purchase in Mobile Phone,Mobile Phone,67.86,Income,US003,APTD2854,USD,City Water Charges,Checking
11/16/2018,Credit Card Payment purchase in Mobile Phone,Mobile Phone,161.45,Expense,US004,APTD2855,USD,Credit Card Payment,Silver Card
10/17/2019,Netflix purchase in Coffee Shops,Coffee Shops,20.57,Expense,US002,APTD2856,USD,Netflix,Platinum Card
1/22/2018,BBQ Restaurant purchase in Shopping,Shopping,55.33,Income,US004,APTD2857,USD,BBQ Restaurant,Silver Card
3/10/2018,Brewing Company purchase in Shopping,Shopping,189.41,Expense,US005,APTD2858,USD,Brewing Company,Platinum Card
2/14/2018,Amazon purchase in Utilities,Utilities,192.33,Income,US004,APTD2859,USD,Amazon,Silver Card
7/27/2019,American Tavern purchase in Shopping,Shopping,51.19,Expense,US006,APTD2860,USD,American Tavern,Checking
1/24/2019,Credit Card Payment purchase in Groceries,Groceries,117.4,Income,US005,APTD2861,USD,Credit Card Payment,Platinum Card
6/15/2019,Credit Card Payment purchase in Internet,Internet,99.26,Income,US005,APTD2862,USD,Credit Card Payment,Platinum Card
11/27/2018,Fancy Restaurant purchase in Groceries,Groceries,135.61,Expense,US004,APTD2863,USD,Fancy Restaurant,Platinum Card
1/12/2019,Credit Card Payment purchase in Utilities,Utilities,100.26,Expense,US004,APTD2864,USD,Credit Card Payment,Platinum Card
11/8/2018,Biweekly Paycheck purchase in Restaurants,Restaurants,67.22,Expense,US005,APTD2865,USD,Biweekly Paycheck,Checking
2/23/2019,Power Company purchase in Utilities,Utilities,75.23,Income,US004,APTD2866,USD,Power Company,Checking
5/10/2019,Spotify purchase in Groceries,Groceries,23.8,Income,US005,APTD2867,USD,Spotify,Platinum Card
5/19/2019,Amazon purchase in Groceries,Groceries,130.76,Expense,US005,APTD2868,USD,Amazon,Platinum Card
5/16/2018,Credit Card Payment purchase in Utilities,Utilities,23.4,Expense,US006,APTD2869,USD,Credit Card Payment,Silver Card
5/21/2018,Credit Card Payment purchase in Paycheck,Paycheck,124.15,Expense,US006,APTD2870,USD,Credit Card Payment,Silver Card
3/6/2019,Credit Card Payment purchase in Home Improvement,Home Improvement,192.7,Income,US003,APTD2871,USD,Credit Card Payment,Silver Card
8/29/2019,Credit Card Payment purchase in Television,Television,115.31,Income,US003,APTD2872,USD,Credit Card Payment,Platinum Card
5/1/2019,Credit Card Payment purchase in Paycheck,Paycheck,46.84,Expense,US006,APTD2873,USD,Credit Card Payment,Platinum Card
7/13/2019,Biweekly Paycheck purchase in Credit Card Payment,Credit Card Payment,71.1,Income,US004,APTD2874,USD,Biweekly Paycheck,Silver Card
10/27/2018,American Tavern purchase in Television,Television,195.71,Expense,US003,APTD2875,USD,American Tavern,Checking
4/2/2018,Hardware Store purchase in Haircut,Haircut,67.33,Income,US003,APTD2876,USD,Hardware Store,Platinum Card
10/29/2019,Biweekly Paycheck purchase in Paycheck,Paycheck,71.83,Income,US004,APTD2877,USD,Biweekly Paycheck,Silver Card
8/23/2018,Brunch Restaurant purchase in Utilities,Utilities,53.68,Expense,US002,APTD2878,USD,Brunch Restaurant,Platinum Card
5/28/2018,Hardware Store purchase in Paycheck,Paycheck,39.65,Income,US002,APTD2879,USD,Hardware Store,Platinum Card
6/12/2018,Phone Company purchase in Credit Card Payment,Credit Card Payment,197.91,Income,US006,APTD2880,USD,Phone Company,Silver Card
7/11/2019,Grocery Store purchase in Restaurants,Restaurants,3.99,Income,US006,APTD2881,USD,Grocery Store,Checking
3/2/2018,Grocery Store purchase in Utilities,Utilities,64.27,Income,US003,APTD2882,USD,Grocery Store,Platinum Card
3/13/2019,Power Company purchase in Groceries,Groceries,29.61,Income,US005,APTD2883,USD,Power Company,Platinum Card
9/1/2019,Grocery Store purchase in Groceries,Groceries,199.08,Expense,US003,APTD2884,USD,Grocery Store,Platinum Card
2/20/2018,Latin Restaurant purchase in Groceries,Groceries,128.71,Income,US005,APTD2885,USD,Latin Restaurant,Platinum Card
1/10/2019,Grocery Store purchase in Auto Insurance,Auto Insurance,27.74,Expense,US004,APTD2886,USD,Grocery Store,Checking
1/11/2019,Biweekly Paycheck purchase in Food & Dining,Food & Dining,79.11,Income,US002,APTD2887,USD,Biweekly Paycheck,Platinum Card
7/15/2018,Grocery Store purchase in Gas & Fuel,Gas & Fuel,161.39,Expense,US006,APTD2888,USD,Grocery Store,Platinum Card
2/17/2019,Credit Card Payment purchase in Credit Card Payment,Credit Card Payment,55.89,Expense,US004,APTD2889,USD,Credit Card Payment,Checking
7/14/2018,Greek Restaurant purchase in Credit Card Payment,Credit Card Payment,142.37,Income,US004,APTD2890,USD,Greek Restaurant,Checking
5/20/2018,QuikTrip purchase in Credit Card Payment,Credit Card Payment,187.91,Expense,US005,APTD2891,USD,QuikTrip,Platinum Card
5/16/2019,Amazon purchase in Movies & DVDs,Movies & DVDs,183.57,Expense,US005,APTD2892,USD,Amazon,Silver Card
11/13/2018,Amazon Video purchase in Utilities,Utilities,144.58,Expense,US002,APTD2893,USD,Amazon Video,Platinum Card
9/20/2019,State Farm purchase in Groceries,Groceries,10.67,Income,US002,APTD2894,USD,State Farm,Checking
3/26/2018,Credit Card Payment purchase in Fast Food,Fast Food,177.29,Income,US002,APTD2895,USD,Credit Card Payment,Checking
5/5/2019,Grocery Store purchase in Credit Card Payment,Credit Card Payment,30.08,Income,US004,APTD2896,USD,Grocery Store,Silver Card
7/14/2018,Chevron purchase in Credit Card Payment,Credit Card Payment,18.34,Expense,US003,APTD2897,USD,Chevron,Platinum Card
1/15/2019,Grocery Store purchase in Home Improvement,Home Improvement,118.54,Expense,US006,APTD2898,USD,Grocery Store,Checking
9/1/2019,Amazon purchase in Fast Food,Fast Food,44.72,Expense,US004,APTD2899,USD,Amazon,Checking
7/31/2018,Credit Card Payment purchase in Groceries,Groceries,62.46,Income,US002,APTD2900,USD,Credit Card Payment,Silver Card
6/8/2018,Credit Card Payment purchase in Coffee Shops,Coffee Shops,158.93,Expense,US006,APTD2901,USD,Credit Card Payment,Silver Card
10/18/2019,Credit Card Payment purchase in Credit Card Payment,Credit Card Payment,102.62,Income,US003,APTD2902,USD,Credit Card Payment,Platinum Card
10/13/2018,Credit Card Payment purchase in Restaurants,Restaurants,47.85,Income,US002,APTD2903,USD,Credit Card Payment,Silver Card
2/21/2018,Roadside Diner purchase in Restaurants,Restaurants,27.55,Expense,US002,APTD2904,USD,Roadside Diner,Platinum Card
10/13/2018,American Tavern purchase in Coffee Shops,Coffee Shops,49.49,Expense,US004,APTD2905,USD,American Tavern,Silver Card
4/25/2019,Biweekly Paycheck purchase in Shopping,Shopping,52.2,Expense,US003,APTD2906,USD,Biweekly Paycheck,Platinum Card
6/10/2018,Credit Card Payment purchase in Groceries,Groceries,53.88,Income,US003,APTD2907,USD,Credit Card Payment,Silver Card
7/2/2018,Gas Company purchase in Gas & Fuel,Gas & Fuel,178.27,Expense,US005,APTD2908,USD,Gas Company,Silver Card
12/15/2018,City Water Charges purchase in Paycheck,Paycheck,136.99,Income,US002,APTD2909,USD,City Water Charges,Platinum Card
8/8/2019,Brewing Company purchase in Groceries,Groceries,128.97,Expense,US006,APTD2910,USD,Brewing Company,Checking
10/29/2018,Credit Card Payment purchase in Restaurants,Restaurants,197.76,Income,US004,APTD2911,USD,Credit Card Payment,Silver Card
9/17/2019,Credit Card Payment purchase in Credit Card Payment,Credit Card Payment,126.85,Income,US004,APTD2912,USD,Credit Card Payment,Silver Card
2/20/2019,Credit Card Payment purchase in Movies & DVDs,Movies & DVDs,123.2,Income,US006,APTD2913,USD,Credit Card Payment,Platinum Card
5/14/2018,Thai Restaurant purchase in Credit Card Payment,Credit Card Payment,85.85,Income,US006,APTD2914,USD,Thai Restaurant,Checking
10/31/2019,Power Company purchase in Credit Card Payment,Credit Card Payment,80.57,Expense,US004,APTD2915,USD,Power Company,Silver Card
5/31/2018,Credit Card Payment purchase in Groceries,Groceries,118.99,Income,US006,APTD2916,USD,Credit Card Payment,Checking
5/7/2019,American Tavern purchase in Credit Card Payment,Credit Card Payment,159.83,Income,US004,APTD2917,USD,American Tavern,Silver Card
3/18/2019,Vietnamese Restaurant purchase in Credit Card Payment,Credit Card Payment,16.57,Income,US003,APTD2918,USD,Vietnamese Restaurant,Checking
3/14/2018,Credit Card Payment purchase in Restaurants,Restaurants,67.5,Expense,US003,APTD2919,USD,Credit Card Payment,Platinum Card
3/18/2018,Bojangles purchase in Groceries,Groceries,79.17,Expense,US003,APTD2920,USD,Bojangles,Silver Card
3/15/2018,Netflix purchase in Credit Card Payment,Credit Card Payment,174.87,Income,US003,APTD2921,USD,Netflix,Checking
10/22/2019,Movie Theater purchase in Gas & Fuel,Gas & Fuel,38.48,Income,US003,APTD2922,USD,Movie Theater,Checking
3/1/2018,Barbershop purchase in Home Improvement,Home Improvement,91.29,Expense,US003,APTD2923,USD,Barbershop,Checking
7/15/2019,Credit Card Payment purchase in Restaurants,Restaurants,22.7,Expense,US004,APTD2924,USD,Credit Card Payment,Platinum Card
1/13/2019,Grocery Store purchase in Home Improvement,Home Improvement,193,Expense,US006,APTD2925,USD,Grocery Store,Checking
8/5/2019,Gas Company purchase in Groceries,Groceries,50.38,Expense,US006,APTD2926,USD,Gas Company,Silver Card
2/15/2018,Credit Card Payment purchase in Utilities,Utilities,51.69,Expense,US005,APTD2927,USD,Credit Card Payment,Platinum Card
1/14/2019,Brewing Company purchase in Utilities,Utilities,47.27,Income,US002,APTD2928,USD,Brewing Company,Platinum Card
7/5/2018,Thai Restaurant purchase in Restaurants,Restaurants,127.71,Expense,US002,APTD2929,USD,Thai Restaurant,Platinum Card
12/26/2018,Credit Card Payment purchase in Restaurants,Restaurants,113.19,Expense,US004,APTD2930,USD,Credit Card Payment,Platinum Card
9/5/2019,Mike's Construction Co. purchase in Gas & Fuel,Gas & Fuel,40.76,Income,US004,APTD2931,USD,Mike's Construction Co.,Silver Card
9/18/2019,Internet Service Provider purchase in Music,Music,38.53,Expense,US002,APTD2932,USD,Internet Service Provider,Platinum Card
4/4/2018,Barbershop purchase in Utilities,Utilities,135.51,Expense,US004,APTD2933,USD,Barbershop,Platinum Card
8/2/2018,Biweekly Paycheck purchase in Auto Insurance,Auto Insurance,140.19,Income,US005,APTD2934,USD,Biweekly Paycheck,Platinum Card
9/16/2019,Credit Card Payment purchase in Groceries,Groceries,150.93,Expense,US002,APTD2935,USD,Credit Card Payment,Silver Card
6/2/2019,State Farm purchase in Credit Card Payment,Credit Card Payment,93.87,Income,US003,APTD2936,USD,State Farm,Silver Card
11/17/2018,Credit Card Payment purchase in Gas & Fuel,Gas & Fuel,188.48,Income,US005,APTD2937,USD,Credit Card Payment,Checking
10/3/2018,Credit Card Payment purchase in Credit Card Payment,Credit Card Payment,171.64,Expense,US002,APTD2938,USD,Credit Card Payment,Platinum Card
6/6/2018,Amazon purchase in Groceries,Groceries,92.41,Expense,US002,APTD2939,USD,Amazon,Checking
1/14/2019,Gas Company purchase in Restaurants,Restaurants,187.07,Expense,US005,APTD2940,USD,Gas Company,Checking
5/24/2018,Grocery Store purchase in Restaurants,Restaurants,190.67,Expense,US002,APTD2941,USD,Grocery Store,Platinum Card
6/27/2018,Gas Company purchase in Restaurants,Restaurants,176.56,Expense,US003,APTD2942,USD,Gas Company,Platinum Card
4/16/2018,Amazon purchase in Shopping,Shopping,100.24,Income,US002,APTD2943,USD,Amazon,Platinum Card
2/18/2019,Credit Card Payment purchase in Gas & Fuel,Gas & Fuel,157.06,Income,US002,APTD2944,USD,Credit Card Payment,Silver Card
8/14/2019,Biweekly Paycheck purchase in Groceries,Groceries,192.31,Expense,US002,APTD2945,USD,Biweekly Paycheck,Platinum Card
12/20/2018,City Water Charges purchase in Groceries,Groceries,66.34,Expense,US005,APTD2946,USD,City Water Charges,Platinum Card
3/19/2018,Brunch Restaurant purchase in Groceries,Groceries,194.93,Income,US003,APTD2947,USD,Brunch Restaurant,Platinum Card
4/16/2019,Brunch Restaurant purchase in Gas & Fuel,Gas & Fuel,54.91,Expense,US003,APTD2948,USD,Brunch Restaurant,Checking
12/5/2018,Grocery Store purchase in Credit Card Payment,Credit Card Payment,43.68,Expense,US005,APTD2949,USD,Grocery Store,Platinum Card
12/31/2018,Biweekly Paycheck purchase in Paycheck,Paycheck,60.81,Expense,US005,APTD2950,USD,Biweekly Paycheck,Silver Card
4/7/2019,Valero purchase in Utilities,Utilities,77.74,Income,US004,APTD2951,USD,Valero,Platinum Card
6/16/2019,Grocery Store purchase in Credit Card Payment,Credit Card Payment,167.28,Income,US002,APTD2952,USD,Grocery Store,Checking
7/30/2019,Amazon purchase in Credit Card Payment,Credit Card Payment,125.55,Income,US004,APTD2953,USD,Amazon,Silver Card
10/5/2019,Brunch Restaurant purchase in Auto Insurance,Auto Insurance,121.95,Expense,US005,APTD2954,USD,Brunch Restaurant,Checking
4/2/2019,Biweekly Paycheck purchase in Credit Card Payment,Credit Card Payment,117.38,Expense,US006,APTD2955,USD,Biweekly Paycheck,Checking
1/20/2019,Pizza Place purchase in Auto Insurance,Auto Insurance,166.46,Income,US005,APTD2956,USD,Pizza Place,Platinum Card
2/4/2018,Biweekly Paycheck purchase in Groceries,Groceries,76.34,Expense,US004,APTD2957,USD,Biweekly Paycheck,Checking
5/31/2019,Biweekly Paycheck purchase in Shopping,Shopping,73.54,Expense,US005,APTD2958,USD,Biweekly Paycheck,Silver Card
7/15/2018,Grocery Store purchase in Music,Music,149.94,Expense,US003,APTD2959,USD,Grocery Store,Platinum Card
4/24/2019,Credit Card Payment purchase in Shopping,Shopping,57.02,Expense,US006,APTD2960,USD,Credit Card Payment,Silver Card
7/5/2018,Credit Card Payment purchase in Home Improvement,Home Improvement,158.36,Expense,US002,APTD2961,USD,Credit Card Payment,Silver Card
10/3/2019,Grocery Store purchase in Credit Card Payment,Credit Card Payment,95.86,Income,US003,APTD2962,USD,Grocery Store,Platinum Card
6/8/2019,Internet Service Provider purchase in Movies & DVDs,Movies & DVDs,21.7,Income,US003,APTD2963,USD,Internet Service Provider,Platinum Card
5/22/2018,Brewing Company purchase in Utilities,Utilities,146.09,Expense,US005,APTD2964,USD,Brewing Company,Checking
5/1/2018,Hardware Store purchase in Groceries,Groceries,148.38,Income,US003,APTD2965,USD,Hardware Store,Checking
7/26/2018,Internet Service Provider purchase in Credit Card Payment,Credit Card Payment,145.33,Expense,US003,APTD2966,USD,Internet Service Provider,Checking
2/21/2018,Credit Card Payment purchase in Home Improvement,Home Improvement,122,Expense,US003,APTD2967,USD,Credit Card Payment,Platinum Card
2/2/2018,Grocery Store purchase in Credit Card Payment,Credit Card Payment,22.5,Expense,US004,APTD2968,USD,Grocery Store,Silver Card
12/2/2018,City Water Charges purchase in Restaurants,Restaurants,79.41,Expense,US005,APTD2969,USD,City Water Charges,Platinum Card
3/7/2019,Credit Card Payment purchase in Auto Insurance,Auto Insurance,169.85,Expense,US006,APTD2970,USD,Credit Card Payment,Silver Card
8/24/2018,Spotify purchase in Restaurants,Restaurants,138.95,Expense,US004,APTD2971,USD,Spotify,Platinum Card
4/6/2019,Grocery Store purchase in Electronics & Software,Electronics & Software,139.67,Expense,US005,APTD2972,USD,Grocery Store,Checking
8/2/2019,State Farm purchase in Credit Card Payment,Credit Card Payment,71.74,Expense,US004,APTD2973,USD,State Farm,Platinum Card
12/27/2018,Starbucks purchase in Home Improvement,Home Improvement,112.96,Expense,US005,APTD2974,USD,Starbucks,Silver Card
7/22/2018,Greek Restaurant purchase in Home Improvement,Home Improvement,172.19,Income,US005,APTD2975,USD,Greek Restaurant,Platinum Card
9/28/2019,Amazon purchase in Gas & Fuel,Gas & Fuel,125.38,Income,US002,APTD2976,USD,Amazon,Checking
4/20/2019,Barbershop purchase in Home Improvement,Home Improvement,150.92,Income,US005,APTD2977,USD,Barbershop,Checking
9/30/2018,American Tavern purchase in Shopping,Shopping,195.29,Income,US002,APTD2978,USD,American Tavern,Checking
5/19/2018,Amazon purchase in Restaurants,Restaurants,11.39,Income,US003,APTD2979,USD,Amazon,Checking
4/10/2019,Best Buy purchase in Groceries,Groceries,150.59,Expense,US002,APTD2980,USD,Best Buy,Checking
9/12/2018,Credit Card Payment purchase in Internet,Internet,144.93,Expense,US004,APTD2981,USD,Credit Card Payment,Silver Card
10/30/2018,Belgian Restaurant purchase in Credit Card Payment,Credit Card Payment,81.57,Income,US005,APTD2982,USD,Belgian Restaurant,Silver Card
8/25/2019,Barbershop purchase in Restaurants,Restaurants,152.92,Income,US004,APTD2983,USD,Barbershop,Checking
6/3/2018,Credit Card Payment purchase in Groceries,Groceries,8.07,Income,US006,APTD2984,USD,Credit Card Payment,Checking
5/29/2018,Thai Restaurant purchase in Internet,Internet,158.19,Income,US006,APTD2985,USD,Thai Restaurant,Silver Card
7/30/2019,Brewing Company purchase in Paycheck,Paycheck,45.12,Income,US004,APTD2986,USD,Brewing Company,Silver Card
11/7/2018,Power Company purchase in Restaurants,Restaurants,4.93,Expense,US005,APTD2987,USD,Power Company,Silver Card
7/10/2019,Chick-Fil-A purchase in Utilities,Utilities,160.65,Expense,US005,APTD2988,USD,Chick-Fil-A,Platinum Card
9/18/2018,Amazon purchase in Groceries,Groceries,128.19,Expense,US004,APTD2989,USD,Amazon,Platinum Card
12/5/2018,Barbershop purchase in Mobile Phone,Mobile Phone,45.55,Income,US003,APTD2990,USD,Barbershop,Platinum Card
1/8/2019,City Water Charges purchase in Alcohol & Bars,Alcohol & Bars,148.22,Income,US004,APTD2991,USD,City Water Charges,Checking
11/16/2018,Brunch Restaurant purchase in Television,Television,122.03,Income,US006,APTD2992,USD,Brunch Restaurant,Platinum Card
8/15/2018,American Tavern purchase in Auto Insurance,Auto Insurance,81.81,Expense,US004,APTD2993,USD,American Tavern,Silver Card
11/1/2019,City Water Charges purchase in Television,Television,51.33,Expense,US004,APTD2994,USD,City Water Charges,Platinum Card
4/21/2019,Spotify purchase in Groceries,Groceries,161.61,Income,US003,APTD2995,USD,Spotify,Silver Card
10/20/2018,Credit Card Payment purchase in Gas & Fuel,Gas & Fuel,33.86,Income,US005,APTD2996,USD,Credit Card Payment,Platinum Card
11/17/2018,Shell purchase in Paycheck,Paycheck,41.98,Income,US003,APTD2997,USD,Shell,Platinum Card
10/14/2019,Internet Service Provider purchase in Shopping,Shopping,63.89,Income,US005,APTD2998,USD,Internet Service Provider,Silver Card
7/3/2018,Credit Card Payment purchase in Internet,Internet,157.29,Income,US003,APTD2999,USD,Credit Card Payment,Platinum Card
2/15/2019,Starbucks purchase in Restaurants,Restaurants,155.11,Expense,US004,APTD3000,USD,Starbucks,Platinum Card
1/26/2018,Movie Theater purchase in Auto Insurance,Auto Insurance,165.12,Expense,US006,APTD3001,USD,Movie Theater,Checking
8/17/2018,American Tavern purchase in Paycheck,Paycheck,35.07,Expense,US002,APTD3002,USD,American Tavern,Silver Card
3/31/2018,Netflix purchase in Restaurants,Restaurants,131.14,Income,US003,APTD3003,USD,Netflix,Platinum Card
11/26/2018,Fancy Restaurant purchase in Fast Food,Fast Food,138.91,Expense,US003,APTD3004,USD,Fancy Restaurant,Silver Card
7/11/2019,Grocery Store purchase in Paycheck,Paycheck,46.5,Expense,US004,APTD3005,USD,Grocery Store,Platinum Card
9/5/2018,Grocery Store purchase in Haircut,Haircut,93.71,Expense,US005,APTD3006,USD,Grocery Store,Checking
7/15/2019,Valero purchase in Mobile Phone,Mobile Phone,42.23,Income,US002,APTD3007,USD,Valero,Checking
11/23/2018,Brewing Company purchase in Credit Card Payment,Credit Card Payment,126.1,Income,US006,APTD3008,USD,Brewing Company,Checking
4/27/2018,Biweekly Paycheck purchase in Paycheck,Paycheck,101.33,Expense,US004,APTD3009,USD,Biweekly Paycheck,Silver Card
3/22/2018,Brewing Company purchase in Alcohol & Bars,Alcohol & Bars,127.33,Expense,US002,APTD3010,USD,Brewing Company,Platinum Card
2/2/2019,Grocery Store purchase in Shopping,Shopping,98,Income,US002,APTD3011,USD,Grocery Store,Checking
2/27/2019,Grocery Store purchase in Paycheck,Paycheck,96.05,Income,US004,APTD3012,USD,Grocery Store,Platinum Card
9/6/2018,City Water Charges purchase in Music,Music,146.84,Income,US003,APTD3013,USD,City Water Charges,Checking
9/29/2018,Bojangles purchase in Gas & Fuel,Gas & Fuel,128.61,Income,US002,APTD3014,USD,Bojangles,Platinum Card
11/19/2018,Gas Company purchase in Paycheck,Paycheck,123.86,Expense,US005,APTD3015,USD,Gas Company,Platinum Card
10/9/2019,Credit Card Payment purchase in Utilities,Utilities,126.75,Income,US005,APTD3016,USD,Credit Card Payment,Checking
8/30/2018,Grocery Store purchase in Electronics & Software,Electronics & Software,121.64,Income,US004,APTD3017,USD,Grocery Store,Platinum Card
9/27/2019,Credit Card Payment purchase in Shopping,Shopping,172.91,Expense,US005,APTD3018,USD,Credit Card Payment,Silver Card
5/21/2018,Gas Company purchase in Alcohol & Bars,Alcohol & Bars,35.08,Income,US002,APTD3019,USD,Gas Company,Silver Card
5/24/2019,Brunch Restaurant purchase in Restaurants,Restaurants,65.83,Income,US004,APTD3020,USD,Brunch Restaurant,Platinum Card
6/1/2019,Mortgage Payment purchase in Paycheck,Paycheck,196.11,Income,US004,APTD3021,USD,Mortgage Payment,Checking
8/4/2018,Pizza Place purchase in Alcohol & Bars,Alcohol & Bars,7.02,Income,US004,APTD3022,USD,Pizza Place,Platinum Card
