Transaction_ID,Date,Time,Amount,Description,Merchant,Category
TX0340,7/22/2024,12:05:00,251.84,Internet bill,Mobile Carrier,Bills
TX0341,8/21/2024,12:50:00,1220.46,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0342,8/24/2024,20:29:00,64.16,Bus ticket,Local Transit,Transportation
TX0343,7/9/2024,18:05:00,22.4,Dinner at restaurant,McDonalds,Food & Beverage
TX0344,2/3/2025,15:22:00,42.94,Movie tickets,AMC Theatres,Entertainment
TX0345,10/27/2024,20:26:00,463.01,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0346,7/9/2024,20:06:00,97.45,Pharmacy purchase,Local Clinic,Healthcare
TX0347,6/19/2024,20:31:00,83.77,Bulk food items,Costco,Groceries
TX0348,4/1/2024,15:38:00,54.89,Movie tickets,AMC Theatres,Entertainment
TX0349,8/7/2024,12:42:00,7.87,Taxi service,Local Transit,Transportation
TX0350,3/11/2025,18:49:00,9.06,Taxi service,Uber,Transportation
TX0351,3/14/2025,12:40:00,83.98,Movie tickets,Spotify,Entertainment
TX0352,2/13/2025,22:42:00,20.88,Dinner at restaurant,Starbucks,Food & Beverage
TX0353,9/10/2024,20:28:00,26.38,Lunch meal,Dunkin,Food & Beverage
TX0354,9/27/2024,12:08:00,30.12,Concert tickets,Spotify,Entertainment
TX0355,6/4/2024,12:23:00,60.04,Internet bill,Internet Provider,Bills
TX0356,1/7/2025,18:58:00,76.85,Supermarket shopping,Walmart,Groceries
TX0357,9/22/2024,20:26:00,46.89,Bus ticket,Local Transit,Transportation
TX0358,5/1/2024,18:26:00,164.52,Grocery store purchase,Walmart,Groceries
TX0359,7/12/2024,12:08:00,36.88,Streaming subscription,Spotify,Entertainment
TX0360,4/24/2024,22:19:00,68.19,Streaming subscription,Netflix,Entertainment
TX0361,9/28/2024,12:16:00,18.7,Ride fare,Lyft,Transportation
TX0362,9/12/2024,20:18:00,252.13,Internet bill,Internet Provider,Bills
TX0363,1/16/2025,18:01:00,135.02,Bulk food items,Target,Groceries
TX0364,7/30/2024,20:04:00,17.56,Lunch meal,Dunkin,Food & Beverage
TX0365,6/4/2024,8:38:00,21.83,Coffee purchase,McDonalds,Food & Beverage
TX0366,7/28/2024,22:29:00,42.36,Coffee purchase,Subway,Food & Beverage
TX0367,7/7/2024,18:05:00,67.99,Ride fare,Lyft,Transportation
TX0368,10/16/2024,22:05:00,19.89,Coffee purchase,McDonalds,Food & Beverage
TX0369,2/28/2025,20:36:00,10.73,Concert tickets,AMC Theatres,Entertainment
TX0370,6/11/2024,8:37:00,173.62,Bulk food items,Walmart,Groceries
TX0371,3/29/2025,8:32:00,37.2,Taxi service,Uber,Transportation
TX0372,11/21/2024,12:36:00,12.36,Movie tickets,Netflix,Entertainment
TX0373,9/13/2024,20:58:00,120.27,Health supplement,Local Clinic,Healthcare
TX0374,5/5/2024,18:48:00,217.78,Doctor appointment fee,Local Clinic,Healthcare
TX0375,11/5/2024,18:22:00,49.44,Bus ticket,Lyft,Transportation
TX0376,6/30/2024,20:52:00,16.84,Coffee purchase,Subway,Food & Beverage
TX0377,3/18/2025,20:17:00,316.44,Pharmacy purchase,Local Clinic,Healthcare
TX0378,12/20/2024,15:52:00,13.48,Coffee purchase,Subway,Food & Beverage
TX0379,4/5/2024,15:15:00,25.59,Dinner at restaurant,Subway,Food & Beverage
TX0380,3/29/2024,18:51:00,61.37,Monthly bill payment,Local Utility,Bills
TX0381,6/28/2024,18:34:00,12.27,Lunch meal,Dunkin,Food & Beverage
TX0382,10/23/2024,20:23:00,196.42,Monthly bill payment,Local Utility,Bills
TX0383,4/12/2024,18:10:00,35.01,Bulk food items,Costco,Groceries
TX0384,6/8/2024,20:29:00,25.19,Concert tickets,Netflix,Entertainment
TX0385,3/26/2025,22:07:00,184.41,Bulk food items,Target,Groceries
TX0386,7/27/2024,20:44:00,15.33,Movie tickets,Spotify,Entertainment
TX0387,12/8/2024,20:30:00,340.41,Monthly bill payment,Mobile Carrier,Bills
TX0388,7/8/2024,20:15:00,311.65,Health supplement,CVS Pharmacy,Healthcare
TX0389,8/12/2024,18:04:00,281.92,Doctor appointment fee,Walgreens,Healthcare
TX0390,11/11/2024,22:48:00,178.09,Monthly bill payment,Internet Provider,Bills
TX0391,10/22/2024,8:43:00,106.19,Bulk food items,Walmart,Groceries
TX0392,1/15/2025,22:42:00,150.89,Pharmacy purchase,Local Clinic,Healthcare
TX0393,4/28/2024,22:18:00,173.28,Grocery store purchase,Costco,Groceries
TX0394,5/17/2024,8:41:00,19.17,Taxi service,Lyft,Transportation
TX0395,7/27/2024,22:54:00,8.32,Dinner at restaurant,Starbucks,Food & Beverage
TX0396,6/18/2024,18:44:00,47.36,Taxi service,Local Transit,Transportation
TX0397,8/26/2024,20:24:00,210.35,Monthly bill payment,Local Utility,Bills
TX0398,10/6/2024,18:52:00,214.22,Bulk food items,Target,Groceries
TX0399,11/26/2024,20:07:00,29.01,Taxi service,Lyft,Transportation
TX0400,12/24/2024,20:38:00,29.47,Coffee purchase,Subway,Food & Beverage
TX0401,7/9/2024,18:13:00,65.97,Movie tickets,AMC Theatres,Entertainment
TX0402,5/18/2024,12:50:00,151.6,Pharmacy purchase,Local Clinic,Healthcare
TX0403,1/16/2025,18:37:00,149.87,Monthly bill payment,Mobile Carrier,Bills
TX0404,1/27/2025,18:19:00,276.16,Health supplement,CVS Pharmacy,Healthcare
TX0405,4/17/2024,20:49:00,48.16,Grocery store purchase,Walmart,Groceries
TX0406,11/6/2024,18:32:00,1068.98,Internet bill,Mobile Carrier,Bills
TX0407,10/1/2024,15:32:00,233.16,Monthly bill payment,Mobile Carrier,Bills
TX0408,9/16/2024,22:33:00,200.34,Internet bill,Local Utility,Bills
TX0409,5/15/2024,12:43:00,87.72,Dinner at restaurant,Dunkin,Food & Beverage
TX0410,9/2/2024,20:03:00,14.39,Ride fare,Lyft,Transportation
TX0411,1/31/2025,18:49:00,92.49,Movie tickets,Netflix,Entertainment
TX0412,4/21/2024,8:45:00,56.21,Movie tickets,Netflix,Entertainment
TX0413,4/9/2024,18:34:00,21.01,Bus ticket,Uber,Transportation
TX0414,2/18/2025,20:39:00,8.26,Taxi service,Local Transit,Transportation
TX0415,8/25/2024,20:36:00,80.24,Doctor appointment fee,Walgreens,Healthcare
TX0416,2/4/2025,18:17:00,77.9,Movie tickets,AMC Theatres,Entertainment
TX0417,2/5/2025,18:18:00,243.8,Electricity bill,Mobile Carrier,Bills
TX0418,7/13/2024,12:16:00,372.49,Electricity bill,Internet Provider,Bills
TX0419,8/3/2024,20:43:00,212.96,Grocery store purchase,Walmart,Groceries
TX0420,4/17/2024,12:43:00,427.56,Pharmacy purchase,Local Clinic,Healthcare
TX0421,1/21/2025,18:47:00,36.68,Concert tickets,AMC Theatres,Entertainment
TX0422,9/5/2024,20:13:00,55.3,Bulk food items,Target,Groceries
TX0423,1/1/2025,18:50:00,168.32,Internet bill,Mobile Carrier,Bills
TX0424,8/6/2024,18:35:00,79.74,Supermarket shopping,Target,Groceries
TX0425,7/2/2024,20:02:00,88.85,Concert tickets,AMC Theatres,Entertainment
TX0426,12/11/2024,12:31:00,58.24,Monthly bill payment,Local Utility,Bills
TX0427,12/5/2024,15:57:00,27.31,Coffee purchase,Starbucks,Food & Beverage
TX0428,12/15/2024,20:47:00,66.64,Concert tickets,Spotify,Entertainment
TX0429,12/16/2024,20:48:00,200.78,Monthly bill payment,Internet Provider,Bills
TX0430,9/26/2024,15:02:00,20.12,Coffee purchase,Starbucks,Food & Beverage
TX0431,3/14/2025,22:58:00,160,Supermarket shopping,Costco,Groceries
TX0432,11/25/2024,12:10:00,22.84,Lunch meal,Starbucks,Food & Beverage
TX0433,9/1/2024,20:41:00,435.97,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0434,1/5/2025,22:15:00,68.18,Internet bill,Local Utility,Bills
TX0435,9/13/2024,22:29:00,283.91,Monthly bill payment,Local Utility,Bills
TX0436,3/30/2025,8:29:00,47.15,Ride fare,Lyft,Transportation
TX0437,9/23/2024,22:48:00,433.22,Doctor appointment fee,Walgreens,Healthcare
TX0438,10/30/2024,18:38:00,14.79,Lunch meal,Dunkin,Food & Beverage
TX0439,1/13/2025,18:32:00,84.99,Streaming subscription,Spotify,Entertainment
TX0440,5/13/2024,20:27:00,30.29,Streaming subscription,Netflix,Entertainment
TX0441,6/16/2024,22:26:00,79.29,Internet bill,Mobile Carrier,Bills
TX0442,3/26/2025,22:43:00,23.69,Bus ticket,Local Transit,Transportation
TX0443,12/12/2024,18:12:00,82.71,Concert tickets,Spotify,Entertainment
TX0444,7/18/2024,8:47:00,25.85,Ride fare,Uber,Transportation
TX0445,2/12/2025,15:39:00,304.86,Doctor appointment fee,Walgreens,Healthcare
TX0446,4/26/2024,12:28:00,496.11,Doctor appointment fee,Walgreens,Healthcare
TX0447,2/22/2025,22:33:00,53.28,Bus ticket,Local Transit,Transportation
TX0448,4/14/2024,20:44:00,41.64,Bus ticket,Uber,Transportation
TX0449,2/13/2025,22:52:00,34.25,Bus ticket,Uber,Transportation
TX0450,7/2/2024,15:43:00,887.56,Doctor appointment fee,Walgreens,Healthcare
TX0451,3/1/2025,8:07:00,68.3,Doctor appointment fee,Walgreens,Healthcare
TX0452,7/28/2024,15:42:00,44.52,Bus ticket,Uber,Transportation
TX0453,9/20/2024,15:50:00,135.21,Monthly bill payment,Local Utility,Bills
TX0454,1/7/2025,20:56:00,67.7,Concert tickets,Spotify,Entertainment
TX0455,1/28/2025,8:04:00,61.75,Concert tickets,Spotify,Entertainment
TX0456,4/4/2024,15:59:00,149.71,Internet bill,Mobile Carrier,Bills
TX0457,4/3/2024,22:44:00,7.46,Dinner at restaurant,Dunkin,Food & Beverage
TX0458,12/3/2024,12:17:00,195.11,Supermarket shopping,Walmart,Groceries
TX0459,7/27/2024,22:27:00,649.85,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0460,1/2/2025,18:31:00,143.42,Bulk food items,Costco,Groceries
TX0461,8/16/2024,18:11:00,14.71,Dinner at restaurant,Dunkin,Food & Beverage
TX0462,5/3/2024,20:05:00,71.02,Streaming subscription,AMC Theatres,Entertainment
TX0463,7/4/2024,20:23:00,27.57,Lunch meal,Dunkin,Food & Beverage
TX0464,5/29/2024,18:48:00,285.27,Internet bill,Internet Provider,Bills
TX0465,12/2/2024,18:41:00,167.64,Bulk food items,Costco,Groceries
TX0466,10/19/2024,18:19:00,95.67,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0467,1/23/2025,20:48:00,47.61,Concert tickets,Spotify,Entertainment
TX0468,3/15/2025,18:23:00,42.26,Ride fare,Uber,Transportation
TX0469,2/26/2025,20:45:00,247,Internet bill,Mobile Carrier,Bills
TX0470,11/2/2024,12:49:00,212.68,Electricity bill,Local Utility,Bills
TX0471,10/5/2024,8:50:00,19.79,Streaming subscription,AMC Theatres,Entertainment
TX0472,1/13/2025,20:18:00,134.37,Pharmacy purchase,Walgreens,Healthcare
TX0473,3/11/2025,12:02:00,89.24,Bulk food items,Walmart,Groceries
TX0474,6/18/2024,20:42:00,93.41,Movie tickets,Spotify,Entertainment
TX0475,5/12/2024,15:24:00,42.58,Taxi service,Lyft,Transportation
TX0476,4/14/2024,20:34:00,95.16,Supermarket shopping,Walmart,Groceries
TX0477,2/9/2025,12:54:00,11.87,Lunch meal,Starbucks,Food & Beverage
TX0478,5/9/2024,18:36:00,461.27,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0479,2/24/2025,15:43:00,216.18,Internet bill,Internet Provider,Bills
TX0480,2/20/2025,18:38:00,64.1,Movie tickets,AMC Theatres,Entertainment
TX0481,7/16/2024,18:29:00,28.55,Bus ticket,Lyft,Transportation
TX0482,8/30/2024,8:02:00,282.3,Monthly bill payment,Internet Provider,Bills
TX0483,11/23/2024,20:53:00,77.32,Health supplement,Local Clinic,Healthcare
TX0484,8/14/2024,12:33:00,34.48,Ride fare,Local Transit,Transportation
TX0485,4/11/2024,22:09:00,261.87,Internet bill,Internet Provider,Bills
TX0486,12/2/2024,20:32:00,14.19,Lunch meal,Subway,Food & Beverage
TX0487,11/23/2024,18:19:00,205.26,Internet bill,Mobile Carrier,Bills
TX0488,12/30/2024,18:05:00,43.18,Taxi service,Uber,Transportation
TX0489,2/23/2025,18:43:00,49.7,Streaming subscription,AMC Theatres,Entertainment
TX0490,8/4/2024,20:42:00,47.21,Ride fare,Local Transit,Transportation
TX0491,4/23/2024,20:39:00,6.73,Lunch meal,Starbucks,Food & Beverage
TX0492,7/23/2024,8:25:00,300.65,Health supplement,Walgreens,Healthcare
TX0493,10/20/2024,20:09:00,493.3,Health supplement,Local Clinic,Healthcare
TX0494,1/3/2025,18:25:00,75.43,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0495,3/19/2025,18:23:00,259.73,Health supplement,Local Clinic,Healthcare
TX0496,12/1/2024,20:54:00,41.58,Lunch meal,McDonalds,Food & Beverage
TX0497,9/24/2024,22:48:00,126.78,Grocery store purchase,Walmart,Groceries
TX0498,11/3/2024,20:06:00,158.66,Bulk food items,Costco,Groceries
TX0499,5/26/2024,20:00:00,16.47,Coffee purchase,McDonalds,Food & Beverage
TX0500,4/2/2024,15:48:00,106.74,Internet bill,Mobile Carrier,Bills
TX0501,12/12/2024,20:59:00,179.38,Grocery store purchase,Target,Groceries
TX0502,3/10/2025,20:50:00,159.38,Supermarket shopping,Walmart,Groceries
TX0503,5/22/2024,12:44:00,71.92,Monthly bill payment,Internet Provider,Bills
TX0504,8/18/2024,22:48:00,97.2,Movie tickets,AMC Theatres,Entertainment
TX0505,4/6/2024,22:49:00,19.76,Movie tickets,Netflix,Entertainment
TX0506,7/3/2024,8:59:00,29.23,Coffee purchase,Starbucks,Food & Beverage
TX0507,3/5/2025,12:56:00,10.87,Ride fare,Uber,Transportation
TX0508,4/26/2024,18:49:00,23.35,Dinner at restaurant,Dunkin,Food & Beverage
TX0509,5/17/2024,22:25:00,263.74,Electricity bill,Local Utility,Bills
TX0510,2/10/2025,20:59:00,27.24,Coffee purchase,Starbucks,Food & Beverage
TX0511,5/7/2024,20:54:00,20.51,Lunch meal,Starbucks,Food & Beverage
TX0512,10/25/2024,12:18:00,175.85,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0513,8/4/2024,20:36:00,418.08,Doctor appointment fee,Walgreens,Healthcare
TX0514,10/7/2024,12:13:00,442.24,Health supplement,CVS Pharmacy,Healthcare
TX0515,6/21/2024,20:32:00,42.67,Bus ticket,Lyft,Transportation
TX0516,3/6/2025,15:00:00,10.46,Movie tickets,Spotify,Entertainment
TX0517,10/7/2024,18:58:00,195.74,Supermarket shopping,Costco,Groceries
TX0518,2/4/2025,12:27:00,5.72,Dinner at restaurant,Subway,Food & Beverage
TX0519,10/27/2024,20:35:00,660.23,Doctor appointment fee,Walgreens,Healthcare
TX0520,8/4/2024,15:04:00,49.44,Concert tickets,Netflix,Entertainment
TX0521,10/3/2024,18:34:00,16.78,Coffee purchase,Subway,Food & Beverage
TX0522,10/1/2024,20:40:00,97.64,Bulk food items,Costco,Groceries
TX0523,12/3/2024,20:24:00,312.97,Pharmacy purchase,Walgreens,Healthcare
TX0524,2/17/2025,8:07:00,96.45,Concert tickets,AMC Theatres,Entertainment
TX0525,4/1/2024,20:44:00,486.09,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0526,3/1/2025,20:24:00,22.95,Dinner at restaurant,Dunkin,Food & Beverage
TX0527,5/17/2024,20:43:00,178.45,Internet bill,Internet Provider,Bills
TX0528,3/1/2025,18:06:00,325.62,Doctor appointment fee,Walgreens,Healthcare
TX0529,11/12/2024,22:06:00,29.36,Ride fare,Local Transit,Transportation
TX0530,11/16/2024,8:51:00,50.18,Concert tickets,AMC Theatres,Entertainment
TX0531,12/11/2024,18:09:00,21.72,Dinner at restaurant,Dunkin,Food & Beverage
TX0532,1/18/2025,12:01:00,12.12,Dinner at restaurant,Starbucks,Food & Beverage
TX0533,8/2/2024,18:26:00,197.42,Health supplement,Walgreens,Healthcare
TX0534,7/13/2024,20:28:00,35.26,Dinner at restaurant,Dunkin,Food & Beverage
TX0535,4/9/2024,18:04:00,49.89,Ride fare,Uber,Transportation
TX0536,12/10/2024,12:25:00,110.68,Bulk food items,Walmart,Groceries
TX0537,5/17/2024,18:33:00,15.57,Dinner at restaurant,McDonalds,Food & Beverage
TX0538,1/27/2025,8:49:00,173.86,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0539,10/9/2024,8:42:00,31.56,Streaming subscription,Spotify,Entertainment
TX0540,5/13/2024,20:11:00,25.26,Concert tickets,Netflix,Entertainment
TX0541,7/22/2024,18:29:00,382.43,Pharmacy purchase,Local Clinic,Healthcare
TX0542,6/24/2024,20:49:00,280.21,Internet bill,Local Utility,Bills
TX0543,7/14/2024,18:50:00,251.63,Internet bill,Mobile Carrier,Bills
TX0544,11/17/2024,22:40:00,389.4,Electricity bill,Mobile Carrier,Bills
TX0545,11/17/2024,18:16:00,67.76,Bus ticket,Local Transit,Transportation
TX0546,4/13/2024,22:10:00,305.32,Internet bill,Internet Provider,Bills
TX0547,6/22/2024,18:02:00,43.32,Ride fare,Lyft,Transportation
TX0548,1/13/2025,15:22:00,12,Dinner at restaurant,Subway,Food & Beverage
TX0549,4/18/2024,20:17:00,107.83,Supermarket shopping,Costco,Groceries
TX0550,9/28/2024,15:53:00,192.15,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0551,5/17/2024,15:45:00,14.78,Ride fare,Uber,Transportation
TX0552,2/16/2025,8:14:00,220.53,Bulk food items,Target,Groceries
TX0553,12/31/2024,12:33:00,25.14,Coffee purchase,Subway,Food & Beverage
TX0554,8/31/2024,20:24:00,12.33,Movie tickets,AMC Theatres,Entertainment
TX0555,9/21/2024,8:24:00,141.92,Internet bill,Mobile Carrier,Bills
TX0556,5/16/2024,20:00:00,284.09,Monthly bill payment,Local Utility,Bills
TX0557,10/20/2024,20:39:00,251.19,Electricity bill,Internet Provider,Bills
TX0558,6/21/2024,12:52:00,212.44,Internet bill,Mobile Carrier,Bills
TX0559,7/17/2024,12:22:00,15.64,Ride fare,Local Transit,Transportation
TX0560,7/30/2024,20:13:00,103.31,Electricity bill,Local Utility,Bills
TX0561,3/13/2025,22:56:00,135.82,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0562,8/31/2024,15:57:00,33.99,Coffee purchase,Subway,Food & Beverage
TX0563,7/31/2024,22:01:00,6.45,Lunch meal,Dunkin,Food & Beverage
TX0564,5/24/2024,20:02:00,51.82,Supermarket shopping,Costco,Groceries
TX0565,9/26/2024,12:12:00,19.4,Bus ticket,Local Transit,Transportation
TX0566,10/6/2024,8:56:00,20.42,Coffee purchase,Subway,Food & Beverage
TX0567,7/26/2024,8:36:00,48.7,Bus ticket,Lyft,Transportation
TX0568,11/10/2024,20:34:00,32.3,Coffee purchase,Subway,Food & Beverage
TX0569,8/23/2024,20:17:00,31.29,Taxi service,Uber,Transportation
TX0570,4/29/2024,20:39:00,39.39,Streaming subscription,Spotify,Entertainment
TX0571,1/30/2025,15:46:00,80.91,Doctor appointment fee,Walgreens,Healthcare
TX0572,7/31/2024,18:44:00,24.8,Coffee purchase,Starbucks,Food & Beverage
TX0573,10/6/2024,20:45:00,104.56,Monthly bill payment,Internet Provider,Bills
TX0574,1/3/2025,20:36:00,28.03,Streaming subscription,Netflix,Entertainment
TX0575,7/31/2024,20:54:00,18.91,Taxi service,Local Transit,Transportation
TX0576,8/20/2024,12:19:00,186.46,Bulk food items,Walmart,Groceries
TX0577,1/25/2025,22:42:00,42.46,Bus ticket,Lyft,Transportation
TX0578,9/27/2024,12:31:00,36.18,Streaming subscription,AMC Theatres,Entertainment
TX0579,2/11/2025,15:30:00,188.97,Grocery store purchase,Walmart,Groceries
TX0580,2/19/2025,8:37:00,228.57,Internet bill,Mobile Carrier,Bills
TX0581,1/10/2025,20:01:00,34.06,Bulk food items,Walmart,Groceries
TX0582,1/16/2025,22:39:00,14.12,Bus ticket,Local Transit,Transportation
TX0583,1/10/2025,20:52:00,93.38,Bulk food items,Walmart,Groceries
TX0584,4/2/2024,12:12:00,143.87,Grocery store purchase,Costco,Groceries
TX0585,6/16/2024,18:20:00,26.11,Coffee purchase,Dunkin,Food & Beverage
TX0586,9/27/2024,8:21:00,60.58,Concert tickets,AMC Theatres,Entertainment
TX0587,6/13/2024,20:09:00,53.41,Internet bill,Internet Provider,Bills
TX0588,4/13/2024,20:20:00,609.97,Health supplement,Local Clinic,Healthcare
TX0589,10/19/2024,22:09:00,16.3,Dinner at restaurant,Starbucks,Food & Beverage
TX0590,8/19/2024,22:59:00,68.25,Monthly bill payment,Local Utility,Bills
TX0591,3/1/2025,20:49:00,181.69,Bulk food items,Costco,Groceries
TX0592,4/14/2024,15:06:00,11.8,Dinner at restaurant,Dunkin,Food & Beverage
TX0593,12/30/2024,8:54:00,34.81,Supermarket shopping,Costco,Groceries
TX0594,8/8/2024,20:07:00,89.34,Movie tickets,AMC Theatres,Entertainment
TX0595,12/4/2024,12:26:00,231.79,Health supplement,CVS Pharmacy,Healthcare
TX0596,8/1/2024,20:23:00,81.55,Health supplement,Local Clinic,Healthcare
TX0597,6/19/2024,20:24:00,157.98,Grocery store purchase,Walmart,Groceries
TX0598,6/24/2024,20:17:00,345.76,Doctor appointment fee,Walgreens,Healthcare
TX0599,11/19/2024,15:26:00,443.03,Pharmacy purchase,Walgreens,Healthcare
TX0600,11/17/2024,8:53:00,86.97,Streaming subscription,Netflix,Entertainment
TX0601,11/6/2024,18:43:00,23.72,Dinner at restaurant,Subway,Food & Beverage
TX0602,12/9/2024,20:39:00,195.27,Monthly bill payment,Internet Provider,Bills
TX0603,7/30/2024,18:49:00,6.75,Coffee purchase,McDonalds,Food & Beverage
TX0604,10/9/2024,22:24:00,180.99,Health supplement,Walgreens,Healthcare
TX0605,3/26/2025,18:31:00,122.98,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0606,3/17/2025,12:01:00,20.24,Concert tickets,AMC Theatres,Entertainment
TX0607,4/14/2024,18:28:00,98.68,Bulk food items,Walmart,Groceries
TX0608,7/12/2024,8:39:00,5.3,Dinner at restaurant,Dunkin,Food & Beverage
TX0609,2/14/2025,20:28:00,47.61,Taxi service,Lyft,Transportation
TX0610,10/22/2024,20:25:00,19.14,Dinner at restaurant,McDonalds,Food & Beverage
TX0611,12/19/2024,15:54:00,21.5,Taxi service,Uber,Transportation
TX0612,4/14/2024,15:54:00,106.75,Streaming subscription,Spotify,Entertainment
TX0613,5/17/2024,18:26:00,46.54,Supermarket shopping,Costco,Groceries
TX0614,1/25/2025,12:40:00,7.35,Coffee purchase,Dunkin,Food & Beverage
TX0615,6/7/2024,18:13:00,73.34,Concert tickets,AMC Theatres,Entertainment
TX0616,2/20/2025,20:16:00,141.85,Doctor appointment fee,Local Clinic,Healthcare
TX0617,2/5/2025,8:54:00,6.99,Bus ticket,Uber,Transportation
TX0618,2/1/2025,18:56:00,648.55,Health supplement,Walgreens,Healthcare
TX0619,6/18/2024,15:09:00,71.02,Grocery store purchase,Walmart,Groceries
TX0620,1/28/2025,15:38:00,23.74,Taxi service,Local Transit,Transportation
TX0621,2/19/2025,8:48:00,69.35,Movie tickets,Spotify,Entertainment
TX0622,1/20/2025,8:37:00,86.52,Streaming subscription,Netflix,Entertainment
TX0623,6/6/2024,20:44:00,32.51,Ride fare,Lyft,Transportation
TX0624,2/4/2025,20:03:00,16.95,Lunch meal,McDonalds,Food & Beverage
TX0625,6/28/2024,20:42:00,410.08,Electricity bill,Internet Provider,Bills
TX0626,3/3/2025,18:35:00,55.49,Concert tickets,Netflix,Entertainment
TX0627,6/16/2024,8:17:00,319.06,Monthly bill payment,Internet Provider,Bills
TX0628,7/18/2024,18:24:00,191.59,Electricity bill,Local Utility,Bills
TX0629,11/16/2024,8:07:00,35.3,Ride fare,Uber,Transportation
TX0630,6/22/2024,20:54:00,7.39,Lunch meal,Starbucks,Food & Beverage
TX0631,10/21/2024,20:13:00,9.13,Coffee purchase,Dunkin,Food & Beverage
TX0632,9/12/2024,22:04:00,220.51,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0633,5/29/2024,20:00:00,464.78,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0634,1/22/2025,12:32:00,123.2,Internet bill,Local Utility,Bills
TX0635,8/14/2024,18:25:00,480.19,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0636,10/17/2024,18:20:00,226.76,Internet bill,Local Utility,Bills
TX0637,10/26/2024,15:03:00,116.18,Internet bill,Local Utility,Bills
TX0638,1/27/2025,18:57:00,64.28,Movie tickets,AMC Theatres,Entertainment
TX0639,5/15/2024,20:27:00,28.77,Bus ticket,Lyft,Transportation
TX0640,6/30/2024,18:40:00,96.46,Concert tickets,Netflix,Entertainment
TX0641,6/21/2024,20:21:00,13.67,Coffee purchase,Subway,Food & Beverage
TX0642,10/21/2024,22:32:00,47.26,Grocery store purchase,Walmart,Groceries
TX0643,9/3/2024,15:00:00,197.17,Bulk food items,Target,Groceries
TX0644,7/1/2024,20:08:00,15.99,Lunch meal,McDonalds,Food & Beverage
TX0645,6/7/2024,20:08:00,64.5,Bulk food items,Costco,Groceries
TX0646,1/15/2025,18:36:00,483.19,Health supplement,Local Clinic,Healthcare
TX0647,12/18/2024,20:47:00,172.33,Doctor appointment fee,Local Clinic,Healthcare
TX0648,11/19/2024,22:04:00,11.47,Dinner at restaurant,Dunkin,Food & Beverage
TX0649,6/8/2024,20:29:00,146.1,Electricity bill,Local Utility,Bills
TX0650,8/9/2024,22:22:00,273.31,Electricity bill,Mobile Carrier,Bills
TX0651,1/30/2025,20:23:00,338.67,Internet bill,Internet Provider,Bills
TX0652,1/3/2025,15:19:00,13.77,Bus ticket,Uber,Transportation
TX0653,12/20/2024,8:26:00,37,Grocery store purchase,Walmart,Groceries
TX0654,2/28/2025,20:45:00,19.71,Lunch meal,Dunkin,Food & Beverage
TX0655,7/20/2024,20:51:00,23.71,Ride fare,Local Transit,Transportation
TX0656,2/2/2025,20:32:00,240.52,Grocery store purchase,Target,Groceries
TX0657,8/3/2024,18:00:00,473.13,Doctor appointment fee,Walgreens,Healthcare
TX0658,12/3/2024,18:06:00,23.13,Ride fare,Lyft,Transportation
TX0659,7/11/2024,22:45:00,203.12,Electricity bill,Internet Provider,Bills
TX0660,9/12/2024,8:38:00,295.66,Internet bill,Local Utility,Bills
TX0661,7/24/2024,12:58:00,213.36,Health supplement,Walgreens,Healthcare
TX0662,1/16/2025,15:04:00,196.73,Electricity bill,Local Utility,Bills
TX0663,12/11/2024,12:38:00,97.78,Movie tickets,Netflix,Entertainment
TX0664,4/23/2024,12:55:00,61.06,Monthly bill payment,Internet Provider,Bills
TX0665,12/2/2024,22:58:00,87.21,Grocery store purchase,Costco,Groceries
TX0666,8/17/2024,20:45:00,39.88,Bus ticket,Lyft,Transportation
TX0667,3/30/2025,20:37:00,5.96,Coffee purchase,Subway,Food & Beverage
TX0668,9/10/2024,8:27:00,47.26,Taxi service,Local Transit,Transportation
TX0669,7/16/2024,20:07:00,34,Bulk food items,Costco,Groceries
TX0670,2/18/2025,22:30:00,78.37,Electricity bill,Local Utility,Bills
TX0671,10/21/2024,18:36:00,236.34,Electricity bill,Internet Provider,Bills
TX0672,3/29/2025,18:38:00,22.59,Dinner at restaurant,Subway,Food & Beverage
TX0673,9/16/2024,20:21:00,120.39,Grocery store purchase,Costco,Groceries
TX0674,5/25/2024,12:31:00,41.3,Streaming subscription,Netflix,Entertainment
TX0675,7/2/2024,15:04:00,29.59,Lunch meal,Subway,Food & Beverage
TX0676,2/18/2025,20:15:00,17.74,Taxi service,Lyft,Transportation
